BUY,PYPL,258.63,1406
BUY,UNH,258.96,1389
SELL,MCD,219.82,651
CANCEL,MCD,187,
BUY,MSFT,101.78,1487
SELL,JPM,186.32,107
SELL,T,255.45,720
CANCEL,T,125,
BUY,HD,281.32,467
SELL,MSFT,101.62,1374
CANCEL,MSFT,99,
BUY,NKE,300.35,1424
SELL,CSCO,267.17,1900
BUY,PEP,100.63,1989
BUY,COST,270.04,1162
SELL,GOOG,248.23,1202
CANCEL,GOOG,207,
SELL,CSCO,266.41,1966
BUY,AVGO,247.67,714
BUY,MCD,219.11,483
BUY,AVGO,248.27,1572
BUY,CSCO,265.97,290
SELL,LOW,270.7,1241
BUY,AVGO,249.07,1643
SELL,AMD,126.2,638
BUY,AMZN,146.7,1582
BUY,SBUX,86.66,70
CANCEL,SBUX,185,
BUY,NVDA,117.55,1960
SELL,INTC,248.31,1555
BUY,PEP,100.43,166
BUY,UBER,103.97,575
SELL,WMT,259.83,407
SELL,TSLA,279.17,177
SELL,PFE,98.61,94
SELL,UNH,259.07,777
BUY,MCD,219.16,1644
SELL,HD,281.18,753
CANCEL,HD,111,
BUY,UBER,103.49,1839
CANCEL,UBER,7,
BUY,AMD,125.97,1388
BUY,WMT,260.5,1373
BUY,NKE,299.16,1748
BUY,KO,158.52,1248
BUY,NVDA,117.66,641
BUY,AAPL,115.56,703
SELL,TGT,208.42,76
SELL,ADBE,245.05,765
SELL,SBUX,86.9,635
SELL,KO,157.91,1098
SELL,AAPL,115.41,1940
SELL,UNH,258.04,962
BUY,JNJ,109.38,1511
SELL,MSFT,101.21,1928
SELL,ADBE,245.36,449
SELL,MSFT,101.23,1314
CANCEL,MSFT,232,
SELL,BAC,279.92,1601
BUY,NKE,298.0,394
SELL,DIS,119.65,1002
BUY,COST,268.77,357
BUY,AMD,125.88,1262
CANCEL,AMD,262,
SELL,MRK,282.71,857
SELL,META,259.51,264
BUY,GOOG,247.85,1052
CANCEL,GOOG,34,
BUY,CSCO,267.23,1374
SELL,AAPL,115.45,229
BUY,UBER,103.59,657
SELL,AMZN,146.69,1173
SELL,VZ,271.49,505
SELL,ORCL,82.04,1274
SELL,IBM,239.61,513
CANCEL,IBM,91,
SELL,AVGO,250.28,36
BUY,TGT,209.0,34
SELL,VZ,271.93,1870
SELL,IBM,238.56,406
SELL,DIS,119.69,842
SELL,NFLX,84.87,643
SELL,BAC,279.74,181
BUY,NKE,296.66,1568
BUY,SHOP,151.28,516
SELL,SBUX,86.83,1193
SELL,JNJ,109.1,525
BUY,ORCL,82.15,372
BUY,ABT,129.61,1829
SELL,PFE,98.81,132
SELL,AAPL,115.69,779
CANCEL,AAPL,107,
SELL,TGT,209.88,102
BUY,TGT,210.05,445
SELL,AMZN,147.41,1049
BUY,META,258.79,571
SELL,UBER,103.9,1839
CANCEL,UBER,248,
BUY,AMD,126.13,569
SELL,TGT,209.24,1811
CANCEL,TGT,176,
SELL,NKE,297.92,411
CANCEL,NKE,88,
BUY,AVGO,250.58,1321
BUY,CSCO,266.75,448
BUY,ORCL,82.34,453
SELL,SHOP,151.74,338
BUY,QCOM,158.15,901
BUY,IBM,237.77,1234
BUY,AMD,125.76,445
SELL,PEP,100.09,1844
SELL,NFLX,84.88,1246
SELL,AAPL,115.66,1389
BUY,ORCL,81.95,445
SELL,AMD,125.39,1031
BUY,META,259.68,444
CANCEL,META,224,
BUY,TGT,208.44,1373
SELL,INTC,248.47,284
SELL,QCOM,158.2,942
BUY,JPM,187.19,537
CANCEL,JPM,123,
BUY,IBM,238.03,954
BUY,ABT,129.95,1534
SELL,QCOM,157.99,236
SELL,KO,157.17,641
BUY,PEP,99.88,1695
SELL,AVGO,251.09,372
BUY,AVGO,250.05,1022
SELL,AAPL,115.2,1193
BUY,SBUX,86.48,1324
SELL,MRK,282.77,517
BUY,T,255.06,683
BUY,UBER,103.83,1777
SELL,AVGO,250.31,1370
BUY,MSFT,100.96,842
BUY,AVGO,250.07,323
CANCEL,AVGO,267,
BUY,QCOM,157.22,276
BUY,COST,270.1,1471
BUY,SBUX,86.34,897
BUY,COST,270.59,1198
BUY,MSFT,100.67,669
BUY,QCOM,157.85,1353
BUY,MRK,283.9,1871
BUY,PFE,98.72,446
SELL,ADBE,245.23,993
BUY,JPM,187.18,160
SELL,SHOP,152.03,1546
SELL,UNH,258.61,72
SELL,ABT,129.74,1962
BUY,T,256.29,1464
BUY,PFE,98.65,272
SELL,AMD,125.26,1413
SELL,ADBE,245.65,1127
BUY,TSLA,279.76,1981
BUY,AAPL,115.62,913
BUY,META,260.42,1699
BUY,UBER,104.34,299
SELL,AAPL,115.72,342
BUY,PYPL,257.38,1280
SELL,TSLA,280.26,1212
BUY,PEP,99.79,1839
SELL,QCOM,157.78,1376
BUY,JPM,186.9,1804
BUY,AAPL,115.25,1638
SELL,AVGO,250.28,1813
SELL,NKE,297.88,102
SELL,DIS,120.19,561
BUY,LOW,271.29,169
BUY,VZ,270.77,1032
SELL,AVGO,249.09,1420
BUY,NKE,296.94,1810
BUY,UBER,104.5,1544
BUY,INTC,247.76,1363
BUY,BAC,279.15,1391
CANCEL,BAC,52,
BUY,KO,157.34,592
BUY,JPM,187.33,1034
BUY,SBUX,86.7,818
SELL,UNH,258.69,1889
SELL,MSFT,100.61,21
SELL,CSCO,266.08,242
SELL,MRK,282.61,1069
CANCEL,MRK,270,
SELL,TGT,208.69,1531
CANCEL,TGT,323,
BUY,WMT,259.69,1407
BUY,PEP,99.65,555
SELL,TSLA,280.0,1127
SELL,CRM,295.44,1481
SELL,TSLA,280.28,445
SELL,MRK,282.05,157
BUY,AAPL,114.98,843
BUY,ORCL,82.06,1466
SELL,KO,157.78,620
CANCEL,KO,363,
BUY,WMT,259.88,1394
BUY,WMT,260.49,544
SELL,VZ,271.97,617
BUY,JNJ,109.38,315
BUY,ABT,129.63,505
SELL,JPM,188.01,509
CANCEL,JPM,282,
SELL,VZ,271.69,1655
CANCEL,VZ,249,
SELL,PFE,98.2,1215
CANCEL,PFE,385,
BUY,AAPL,114.72,1811
BUY,UNH,258.45,1153
BUY,AAPL,115.09,1349
BUY,HD,281.76,686
SELL,VZ,271.25,300
SELL,MRK,282.4,903
SELL,UNH,258.81,690
SELL,QCOM,158.38,1111
CANCEL,QCOM,117,
SELL,MSFT,100.81,1533
SELL,AAPL,115.59,595
SELL,CSCO,265.61,1258
SELL,DIS,120.38,1854
CANCEL,DIS,17,
BUY,PEP,99.24,1664
BUY,AVGO,249.6,884
SELL,NFLX,85.04,551
BUY,PEP,98.86,1540
BUY,TSLA,280.99,1234
BUY,UNH,259.54,118
BUY,KO,158.42,1669
BUY,KO,158.05,1404
BUY,T,256.26,1758
BUY,KO,158.3,1798
BUY,NVDA,118.24,1213
BUY,KO,157.77,111
SELL,BAC,280.37,387
BUY,UNH,259.04,870
SELL,LOW,270.22,1864
BUY,AMD,125.77,849
SELL,TSLA,281.49,1579
BUY,LOW,269.71,1021
CANCEL,LOW,54,
SELL,PFE,98.6,498
SELL,GOOG,248.69,1475
SELL,CRM,294.83,1339
BUY,WMT,260.05,1520
CANCEL,WMT,214,
SELL,DIS,120.32,750
SELL,AAPL,115.86,164
BUY,IBM,237.33,808
BUY,WMT,261.04,1475
CANCEL,WMT,197,
SELL,SBUX,87.01,806
SELL,PEP,98.85,1945
SELL,META,259.43,391
BUY,QCOM,158.22,1062
SELL,AAPL,116.43,1149
SELL,WMT,260.5,1017
SELL,TGT,209.21,840
SELL,WMT,260.88,892
BUY,T,255.0,713
BUY,T,254.51,1029
SELL,HD,283.01,1649
SELL,LOW,269.15,464
CANCEL,LOW,312,
BUY,NVDA,117.69,1871
BUY,PEP,98.94,1551
BUY,META,260.5,1154
CANCEL,META,293,
SELL,AMD,126.05,1513
SELL,COST,271.06,1053
SELL,SBUX,86.61,1166
CANCEL,SBUX,18,
BUY,SHOP,152.41,1208
CANCEL,SHOP,162,
BUY,NVDA,117.87,1536
BUY,JPM,187.44,1787
CANCEL,JPM,161,
SELL,HD,282.66,1443
CANCEL,HD,288,
BUY,AMZN,147.26,1834
BUY,MSFT,100.94,436
SELL,UNH,258.07,259
BUY,JPM,187.86,1240
BUY,TSLA,282.2,664
BUY,NVDA,117.58,1774
SELL,JNJ,109.88,973
SELL,PFE,98.9,196
BUY,COST,270.56,1327
BUY,MCD,219.51,1450
BUY,ORCL,82.26,1341
SELL,JNJ,109.58,912
CANCEL,JNJ,240,
SELL,UBER,104.79,1083
SELL,META,261.6,894
BUY,META,261.95,113
BUY,AAPL,116.88,396
SELL,JPM,188.75,1537
BUY,TGT,209.98,1439
BUY,UBER,104.41,620
SELL,MRK,281.93,1828
BUY,SBUX,87.01,1507
BUY,NVDA,117.37,782
BUY,UNH,258.05,1256
SELL,MSFT,100.73,662
SELL,TSLA,282.71,1762
BUY,TSLA,282.04,703
SELL,WMT,260.12,1222
SELL,MCD,219.85,1957
BUY,AAPL,116.76,1840
SELL,MCD,219.28,1785
SELL,WMT,259.66,518
SELL,PFE,98.76,1885
BUY,LOW,270.06,1985
BUY,WMT,259.93,1158
CANCEL,WMT,229,
BUY,UBER,104.43,566
SELL,ORCL,82.25,435
BUY,KO,157.59,78
BUY,NFLX,85.43,1080
CANCEL,NFLX,6,
BUY,CRM,294.26,1084
SELL,BAC,280.35,1616
SELL,PEP,98.92,1882
BUY,INTC,246.94,256
BUY,PYPL,256.87,161
BUY,BAC,279.73,1552
BUY,WMT,258.78,1798
SELL,META,262.86,644
SELL,AVGO,249.48,26
BUY,KO,158.26,1559
BUY,COST,270.42,567
BUY,AAPL,116.87,331
CANCEL,AAPL,142,
BUY,LOW,269.5,234
CANCEL,LOW,9,
BUY,TSLA,282.48,1120
SELL,BAC,279.7,1338
BUY,PEP,98.65,1883
SELL,KO,158.98,1874
SELL,TSLA,282.74,1746
BUY,PEP,98.44,1862
BUY,ABT,129.96,745
BUY,WMT,257.79,340
SELL,SBUX,86.89,388
BUY,ADBE,246.45,900
SELL,MRK,280.79,1677
BUY,NVDA,117.67,413
BUY,NVDA,118.21,1681
SELL,HD,283.62,91
SELL,SBUX,87.17,920
BUY,T,253.6,314
SELL,UBER,104.45,1075
CANCEL,UBER,259,
SELL,NVDA,118.26,1524
SELL,ABT,130.17,1333
BUY,SHOP,152.01,1043
SELL,CSCO,265.25,1530
BUY,MSFT,101.08,925
BUY,AVGO,248.58,174
SELL,DIS,120.63,849
BUY,CRM,294.94,436
SELL,TGT,209.11,156
BUY,TSLA,283.39,1845
BUY,AAPL,116.45,1794
CANCEL,AAPL,339,
BUY,T,252.86,919
SELL,TGT,209.7,457
BUY,PEP,98.18,1453
BUY,T,251.6,366
SELL,KO,159.37,1858
BUY,GOOG,247.56,1882
SELL,NKE,297.47,930
SELL,AMZN,146.9,990
SELL,JNJ,109.24,335
BUY,IBM,237.18,756
BUY,PFE,99.18,588
BUY,IBM,236.51,351
SELL,NVDA,118.67,1313
BUY,META,263.74,1492
BUY,QCOM,157.89,1802
SELL,TSLA,284.42,357
BUY,CSCO,264.23,1747
BUY,DIS,121.21,1891
BUY,NFLX,85.66,98
SELL,MSFT,101.39,1639
CANCEL,MSFT,148,
BUY,UBER,104.05,1985
SELL,TGT,210.12,451
BUY,WMT,257.12,1063
SELL,UNH,256.95,1321
SELL,TGT,210.97,1251
SELL,COST,270.54,1184
SELL,MCD,219.21,821
SELL,UBER,104.46,337
BUY,DIS,120.74,1865
SELL,T,250.69,254
BUY,AVGO,249.48,1732
BUY,KO,159.77,811
SELL,SBUX,87.15,1002
BUY,NKE,297.28,577
BUY,NFLX,85.34,431
BUY,LOW,268.6,1262
SELL,INTC,247.89,1165
BUY,PYPL,257.69,1010
BUY,PEP,98.41,889
CANCEL,PEP,430,
BUY,TGT,210.42,1321
CANCEL,TGT,103,
SELL,AAPL,116.49,1373
SELL,TSLA,284.79,1338
BUY,MCD,218.26,806
SELL,TGT,210.86,1767
BUY,WMT,256.08,505
BUY,COST,269.2,582
BUY,COST,268.23,498
BUY,NVDA,118.79,524
SELL,IBM,237.41,1786
SELL,ABT,130.26,200
SELL,NFLX,85.56,1503
SELL,PFE,99.38,1436
SELL,AVGO,248.74,446
SELL,HD,282.3,352
CANCEL,HD,44,
BUY,PEP,98.33,664
SELL,ABT,130.52,174
SELL,MRK,281.03,42
SELL,PFE,99.3,999
BUY,QCOM,157.9,1250
SELL,MCD,217.27,1788
BUY,AAPL,116.91,1051
BUY,SHOP,152.1,925
BUY,META,262.71,1635
SELL,AAPL,116.75,1001
SELL,T,251.56,1400
SELL,AAPL,116.23,188
SELL,T,252.1,1656
BUY,TSLA,286.07,460
SELL,PFE,99.37,860
BUY,UBER,104.83,935
CANCEL,UBER,404,
SELL,COST,268.19,1827
SELL,ABT,130.75,68
SELL,WMT,256.42,346
CANCEL,WMT,321,
SELL,ABT,130.5,254
SELL,BAC,280.35,1481
SELL,SHOP,152.46,1582
SELL,DIS,120.99,1340
SELL,NFLX,85.93,1263
BUY,JPM,188.9,1951
BUY,PFE,99.34,620
BUY,UBER,105.3,581
CANCEL,UBER,144,
SELL,AVGO,248.59,1799
SELL,T,251.52,200
SELL,AMZN,146.38,404
SELL,PYPL,257.19,148
CANCEL,PYPL,618,
BUY,AMD,126.66,1746
CANCEL,AMD,329,
SELL,ABT,130.68,1980
SELL,PEP,98.67,695
BUY,COST,268.43,1017
CANCEL,COST,641,
SELL,BAC,279.72,1081
SELL,MCD,217.96,1603
BUY,AMZN,146.88,488
SELL,WMT,257.34,375
SELL,COST,267.59,990
BUY,MRK,281.0,1785
SELL,AAPL,116.38,644
SELL,UBER,105.6,1809
SELL,NVDA,118.54,88
CANCEL,NVDA,153,
SELL,BAC,279.0,1620
SELL,UNH,256.13,1803
SELL,CRM,294.35,191
BUY,T,250.29,1996
CANCEL,T,569,
BUY,TSLA,286.77,1038
SELL,META,263.81,695
BUY,TGT,210.68,53
BUY,HD,282.05,1981
SELL,META,264.46,129
SELL,WMT,256.31,15
BUY,HD,282.74,1618
BUY,SBUX,86.84,939
CANCEL,SBUX,508,
BUY,AVGO,247.62,855
SELL,KO,159.88,1360
BUY,ADBE,246.53,473
CANCEL,ADBE,290,
BUY,T,249.32,361
BUY,UBER,105.08,1616
CANCEL,UBER,215,
BUY,JPM,189.37,1385
BUY,GOOG,248.56,117
CANCEL,GOOG,367,
SELL,PFE,99.09,546
BUY,JPM,190.28,1799
CANCEL,JPM,593,
BUY,META,264.02,1243
BUY,QCOM,157.98,578
BUY,NKE,298.67,1597
BUY,JNJ,108.86,866
SELL,NKE,297.59,144
BUY,ABT,130.56,1835
BUY,DIS,120.39,284
SELL,AMZN,146.16,1825
BUY,SHOP,152.57,1206
SELL,BAC,279.84,1116
BUY,MRK,281.0,1127
SELL,HD,282.84,1963
CANCEL,HD,353,
SELL,WMT,255.78,447
SELL,HD,283.34,1937
SELL,BAC,281.03,431
BUY,HD,282.87,707
BUY,SHOP,153.18,1676
BUY,NKE,296.6,1352
BUY,SBUX,86.84,1379
SELL,VZ,271.62,1840
CANCEL,VZ,405,
BUY,VZ,271.11,234
BUY,ORCL,82.31,1328
BUY,AVGO,248.63,1296
BUY,INTC,248.66,1111
BUY,TGT,209.68,1661
SELL,IBM,236.74,1492
SELL,META,263.68,422
BUY,UNH,255.89,863
BUY,JNJ,108.41,909
SELL,MCD,217.97,1456
BUY,JPM,190.25,1930
SELL,PEP,98.44,1324
SELL,ADBE,247.25,1169
BUY,MSFT,101.81,1722
SELL,KO,159.76,314
SELL,TGT,208.8,1804
BUY,HD,283.5,1165
CANCEL,HD,461,
SELL,DIS,120.4,1779
CANCEL,DIS,258,
BUY,MRK,279.62,1485
BUY,MSFT,102.25,1084
SELL,MCD,217.87,53
BUY,PYPL,256.17,426
BUY,QCOM,158.55,1467
BUY,IBM,237.24,978
BUY,JNJ,107.89,775
CANCEL,JNJ,689,
BUY,TSLA,286.8,726
BUY,T,248.82,1787
CANCEL,T,564,
BUY,TGT,208.64,49
SELL,AMD,126.16,1794
BUY,PYPL,255.06,1900
SELL,LOW,268.75,1182
SELL,UBER,105.37,1112
BUY,DIS,120.44,1660
BUY,DIS,120.17,604
BUY,ABT,130.3,1996
SELL,AAPL,116.42,1572
SELL,PYPL,253.93,1238
SELL,PYPL,253.74,293
SELL,TGT,208.99,240
SELL,AVGO,249.46,1074
BUY,VZ,271.17,1877
BUY,ADBE,248.05,1708
SELL,SBUX,87.13,1212
BUY,PFE,98.67,131
BUY,COST,267.93,665
BUY,SBUX,86.85,192
SELL,ADBE,249.17,842
CANCEL,ADBE,448,
BUY,MSFT,102.54,208
SELL,KO,159.22,423
SELL,LOW,269.04,568
SELL,SBUX,87.07,606
BUY,NFLX,85.82,42
SELL,AMZN,145.94,1802
BUY,CSCO,264.91,646
BUY,DIS,119.79,708
CANCEL,DIS,359,
SELL,QCOM,157.83,404
CANCEL,QCOM,493,
BUY,DIS,119.42,101
SELL,JNJ,108.01,1897
BUY,MCD,218.65,186
CANCEL,MCD,316,
BUY,NFLX,86.09,1404
BUY,META,262.78,1226
SELL,UBER,105.2,1481
BUY,ABT,130.62,153
BUY,ORCL,82.16,1233
SELL,CRM,294.55,1991
SELL,VZ,272.09,1438
SELL,GOOG,249.04,1452
BUY,NFLX,86.16,1786
SELL,VZ,272.51,302
SELL,MRK,278.24,1994
SELL,META,262.14,1895
SELL,PEP,98.41,288
SELL,ORCL,82.1,1132
SELL,NFLX,86.07,416
BUY,T,248.58,1467
BUY,KO,159.18,1724
BUY,AAPL,116.39,815
SELL,HD,283.57,1594
BUY,PEP,98.28,263
SELL,VZ,272.75,226
BUY,CSCO,266.16,760
BUY,SHOP,153.92,407
SELL,INTC,247.5,458
BUY,MSFT,102.27,337
SELL,WMT,256.82,335
SELL,LOW,270.14,427
BUY,NVDA,118.66,1606
SELL,UBER,104.68,113
BUY,WMT,257.42,760
CANCEL,WMT,121,
SELL,NFLX,86.47,1657
CANCEL,NFLX,760,
SELL,MCD,219.72,1222
SELL,CSCO,265.1,799
BUY,GOOG,248.53,624
BUY,MRK,278.15,1997
SELL,AMD,126.07,73
BUY,WMT,258.01,969
SELL,AMZN,145.27,99
BUY,KO,158.96,836
BUY,QCOM,157.28,1492
BUY,KO,159.44,1790
SELL,IBM,237.35,113
SELL,VZ,272.56,1285
BUY,AVGO,249.64,285
SELL,QCOM,156.81,1838
SELL,WMT,257.85,1810
BUY,CSCO,265.71,1166
BUY,PYPL,252.71,882
BUY,PFE,98.81,1820
BUY,TGT,208.02,1092
CANCEL,TGT,672,
SELL,LOW,269.01,805
BUY,NVDA,118.73,1616
SELL,META,263.3,766
SELL,META,264.37,924
BUY,ADBE,250.14,675
SELL,IBM,237.03,765
BUY,MCD,220.71,651
SELL,WMT,257.23,300
SELL,PEP,98.03,531
SELL,CSCO,266.43,205
SELL,MCD,221.36,1165
SELL,TSLA,286.13,1504
BUY,SHOP,154.66,54
BUY,JPM,189.71,597
SELL,MSFT,102.54,1175
BUY,ADBE,249.85,362
BUY,T,248.44,511
BUY,CRM,295.26,207
CANCEL,CRM,683,
BUY,HD,282.69,1373
BUY,AMD,126.69,773
CANCEL,AMD,619,
BUY,PYPL,253.83,1043
SELL,IBM,236.97,1328
BUY,VZ,273.48,559
BUY,HD,282.16,1228
CANCEL,HD,450,
SELL,NVDA,118.7,416
BUY,HD,282.34,16
SELL,ABT,130.28,49
SELL,UBER,105.0,1947
CANCEL,UBER,181,
SELL,AMZN,144.81,1278
SELL,ABT,130.61,627
SELL,MSFT,102.24,1803
SELL,CRM,293.88,245
BUY,PEP,97.99,795
BUY,JPM,189.66,1162
BUY,TSLA,287.08,293
CANCEL,TSLA,256,
SELL,HD,283.44,1602
SELL,JNJ,108.41,1678
SELL,CSCO,266.09,1954
SELL,META,265.04,1380
BUY,JPM,189.0,1241
CANCEL,JPM,676,
BUY,COST,268.3,421
SELL,IBM,237.75,1324
BUY,CSCO,266.11,1026
SELL,ABT,130.27,55
SELL,T,248.89,331
BUY,AVGO,250.19,1674
BUY,ABT,130.14,256
SELL,BAC,280.73,1018
